deck_code,factions,Champion.01,Champion.02,Champion.03,Champion.04,Champion.05,Champion.06,Card.01,Card.02,Card.03,Card.04,Card.05,Card.06,Card.07,Card.08,Card.09,Card.10,Card.11,Card.12,Card.13,Card.14,Card.15,Card.16,Card.17,Card.18,Card.19,Card.20,Card.21,Card.22,Card.23,Card.24,Card.25,Card.26,Card.27,Card.28,Card.29,Card.30,Card.31,Card.32,Card.33,Card.34,Card.35,Card.36,Card.37,Card.38,Card.39,Card.40,archetype,archetype_pretty
CMCACAYGBYAQGCLOAECAMCYHAIDASFAWEAQSEMICAEBQMFAEAIDAWHBLFUAA,"faction_Bilgewater_Name,faction_MtTargon_Name",02BW022,02BW022,02BW022,02BW032,02BW032,02BW032,03BW014,03BW014,03BW014,03MT110,03MT110,03MT110,04BW011,04BW011,04BW011,02BW009,02BW009,02BW009,02BW020,02BW020,02BW020,02BW022,02BW022,02BW022,02BW032,02BW032,02BW032,02BW033,02BW033,02BW033,02BW034,02BW034,02BW034,02BW049,02BW049,02BW049,03BW020,03BW020,02BW011,02BW011,02BW028,02BW028,02BW043,02BW043,02BW045,02BW045,Gangplank/Miss Fortune (BW/MT),""
CMBAIAYGAQDQQDYFAMESGLJTGQ3QEAIDAYEQKAYJCMYDYVLCAEAQGCKQ,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT035,03MT035,03MT035,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03BW009,03BW009,03MT019,03MT019,03MT048,03MT048,03MT060,03MT060,03MT085,03MT085,03MT098,03MT098,03MT080,Soraka/Tahm Kench,""
CIBQCAQGEYBQKBQFAYGQIAYJL3LQDWAB3EAQIAICAYVACAYGCEBAKBQDBMCAGCJDGNEVKAA,"faction_Bilgewater_Name,faction_MtTargon_Name",05BW005,05BW005,05BW005,03MT217,03MT217,03MT217,02BW038,02BW038,02BW038,05BW005,05BW005,05BW005,05BW006,05BW006,05BW006,05BW013,05BW013,05BW013,03MT094,03MT094,03MT094,03MT215,03MT215,03MT215,03MT216,03MT216,03MT216,03MT217,03MT217,03MT217,02BW042,02BW042,03BW017,03BW017,05BW003,05BW003,05BW011,05BW011,03MT035,03MT035,03MT051,03MT051,03MT073,03MT073,03MT085,03MT085,Aphelios/Nami,""
CICACAQGEYAQGBQRAICQMBILAYBQSCJIFIZWFVYBAEBQGCITKVNQEAQCAYGS2AQDBEWTA,"faction_Bilgewater_Name,faction_MtTargon_Name",05BW005,05BW005,05BW005,03MT009,03MT009,03MT009,02BW038,02BW038,02BW038,03BW017,03BW017,03BW017,05BW005,05BW005,05BW005,05BW011,05BW011,05BW011,03MT009,03MT009,03MT009,03MT040,03MT040,03MT040,03MT042,03MT042,03MT042,03MT051,03MT051,03MT051,03MT098,03MT098,03MT098,03MT215,03MT215,03MT215,03MT019,03MT019,03MT085,03MT085,03MT091,03MT091,02BW013,02BW045,03MT045,03MT048,Nami/Zoe,""
CMBAIAYGAQDQQDYHAMER2IZNGM2DOPABAMBQSE2VMIAQCAYJKQ,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT029,03MT029,03MT029,03MT035,03MT035,03MT035,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03MT060,03MT060,03MT060,03MT019,03MT019,03MT085,03MT085,03MT098,03MT098,03MT084,Soraka/Tahm Kench,""
CIBQEAQGDIWQEAYGA4IQOAYJEMZUSVCWMDMQCAICAMEVLWYBAIAQEBRGAIBQSS6XAE,"faction_Bilgewater_Name,faction_MtTargon_Name",02BW026,02BW026,02BW026,03MT217,03MT217,03MT217,02BW026,02BW026,02BW026,02BW045,02BW045,02BW045,03BW007,03BW007,03BW007,03BW017,03BW017,03BW017,03MT035,03MT035,03MT035,03MT051,03MT051,03MT051,03MT073,03MT073,03MT073,03MT084,03MT084,03MT084,03MT086,03MT086,03MT086,03MT096,03MT096,03MT096,03MT217,03MT217,03MT217,03MT085,03MT085,03MT219,03MT219,02BW038,03MT075,03MT215,Aphelios/Twisted Fate,""
CMBAEAYGAQEAIAYJEMWVAVACAMBQMAQHB4CQGCIJFEZTIVIDAEBQMCQBAQEQYBADBEGRGJBX,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT009,03MT009,03MT055,03BW004,03BW004,03BW004,03BW008,03BW008,03BW008,03MT035,03MT035,03MT035,03MT045,03MT045,03MT045,03MT080,03MT080,03MT080,03MT084,03MT084,03MT084,03BW002,03BW002,03BW007,03BW007,03BW015,03BW015,03MT009,03MT009,03MT041,03MT041,03MT051,03MT051,03MT052,03MT052,03MT085,03MT085,03BW010,04MT012,03MT013,03MT019,03MT036,03MT055,Soraka/Tahm Kench/Zoe,""
CMBAIAYGAQDQQDYGAMERGLJTGQ3WEAQBAMDASAYDBERTYVIBAIBQSHKW,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT019,03MT019,03MT019,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03MT098,03MT098,03MT098,03BW009,03BW009,03MT035,03MT035,03MT060,03MT060,03MT085,03MT085,03MT029,03MT086,Soraka/Tahm Kench,""
CMBAEAQGDIVQUAYJBEISGM2MKRLNOAO2AHOQCAIBAMEQEAICAMEVLWYB,"faction_Bilgewater_Name,faction_MtTargon_Name",02BW026,02BW026,02BW026,03MT009,03MT009,03MT009,02BW026,02BW026,02BW026,02BW043,02BW043,02BW043,03MT009,03MT009,03MT009,03MT017,03MT017,03MT017,03MT035,03MT035,03MT035,03MT051,03MT051,03MT051,03MT076,03MT076,03MT076,03MT084,03MT084,03MT084,03MT086,03MT086,03MT086,03MT215,03MT215,03MT215,03MT218,03MT218,03MT218,03MT221,03MT221,03MT221,03MT002,03MT002,03MT085,03MT219,Twisted Fate/Zoe,""
CIBAIAYGAQDQQDYFAMER2LJUG46ACBIDBEJRIM2UKUBACAYJKABAGBQDBE,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT029,03MT029,03MT029,03MT045,03MT045,03MT045,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03MT060,03MT060,03MT060,03MT019,03MT019,03MT020,03MT020,03MT051,03MT051,03MT084,03MT084,03MT085,03MT085,03MT080,03BW003,03BW009,Soraka/Tahm Kench,""
CIBQCAYGCEBAKBQFBMDAGCIJEMUDGYWXAEBQCAYJKUAQIBQOAMBAMGBGFUAQGAYJDEVNWAI,"faction_Bilgewater_Name,faction_MtTargon_Name",05BW005,05BW005,05BW005,03MT009,03MT009,03MT009,03BW017,03BW017,03BW017,05BW005,05BW005,05BW005,05BW011,05BW011,05BW011,03MT009,03MT009,03MT009,03MT035,03MT035,03MT035,03MT040,03MT040,03MT040,03MT051,03MT051,03MT051,03MT098,03MT098,03MT098,03MT215,03MT215,03MT215,03MT085,03MT085,04BW014,04BW014,02BW024,02BW024,02BW038,02BW038,02BW045,02BW045,03MT025,03MT042,03MT219,Nami/Zoe,""
CICACAYGCEAQKBQFAIBAMGBLA4BQSCJDFAVDGYWXAEBACAYJHEAQKBQLAEBQGCJNJJKQ,"faction_Bilgewater_Name,faction_MtTargon_Name",05BW005,05BW005,05BW005,03MT009,03MT009,03MT009,03BW017,03BW017,03BW017,05BW005,05BW005,05BW005,02BW024,02BW024,02BW024,02BW043,02BW043,02BW043,03MT009,03MT009,03MT009,03MT035,03MT035,03MT035,03MT040,03MT040,03MT040,03MT042,03MT042,03MT042,03MT051,03MT051,03MT051,03MT098,03MT098,03MT098,03MT215,03MT215,03MT215,03MT057,03MT057,05BW011,05BW011,03MT045,03MT074,03MT085,Nami/Zoe,""
CIBAIAYGAQDQQDYHAMER2LJTGQ3TYVIDAEBAMLIBAMDASAIDBERQCAICAYCQ,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT029,03MT029,03MT029,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03MT060,03MT060,03MT060,03MT085,03MT085,03MT085,02BW045,02BW045,03BW009,03BW009,03MT035,03MT035,02BW005,Soraka/Tahm Kench,""
CICACAQGDAAQGBQRAICQMBILA4BQSCJDFAVDGYWXAEAQCBAGBYBQCAQGFMAQICIPAMBQSLKVLM,"faction_Bilgewater_Name,faction_MtTargon_Name",05BW005,05BW005,05BW005,03MT009,03MT009,03MT009,02BW024,02BW024,02BW024,03BW017,03BW017,03BW017,05BW005,05BW005,05BW005,05BW011,05BW011,05BW011,03MT009,03MT009,03MT009,03MT035,03MT035,03MT035,03MT040,03MT040,03MT040,03MT042,03MT042,03MT042,03MT051,03MT051,03MT051,03MT098,03MT098,03MT098,03MT215,03MT215,03MT215,04BW014,04BW014,02BW043,04MT015,03MT045,03MT085,03MT091,Nami/Zoe,""
CIBAIAYGAQDQQDYFAMESGLJTGQ3QGAIDAYEQCBAJBUCAGCI5FE6FKAIBAMERG,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT035,03MT035,03MT035,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03BW009,03BW009,04MT013,04MT013,03MT029,03MT029,03MT041,03MT041,03MT060,03MT060,03MT085,03MT085,03MT019,Soraka/Tahm Kench,""
CIBAIAYGAQDQQDYHAMESGMZUG46FIYQCAEBQSFYBAUEQSAIDAMERGLKV,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT035,03MT035,03MT035,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03MT060,03MT060,03MT060,03MT084,03MT084,03MT084,03MT098,03MT098,03MT098,03MT023,03MT023,05MT009,05MT009,03MT019,03MT045,03MT085,Soraka/Tahm Kench,""
CMBQCAYGCEBQEBQ2FM5ASAYJBERTGVCVKZOGBWYBAAAQCAYJFI,"faction_Bilgewater_Name,faction_MtTargon_Name",02BW026,02BW026,02BW026,03MT009,03MT009,03MT009,03BW017,03BW017,03BW017,02BW026,02BW026,02BW026,02BW043,02BW043,02BW043,02BW058,02BW058,02BW058,03MT009,03MT009,03MT009,03MT035,03MT035,03MT035,03MT051,03MT051,03MT051,03MT084,03MT084,03MT084,03MT085,03MT085,03MT085,03MT086,03MT086,03MT086,03MT092,03MT092,03MT092,03MT096,03MT096,03MT096,03MT219,03MT219,03MT219,03MT042,Twisted Fate/Zoe,""
CICACAQGDAAQGBQRAICQMBILA4BQSCJDFAVDGYWXAEBACAQGFMAQGCK3AMAQEBRNAEBQSEYBAUDAM,"faction_Bilgewater_Name,faction_MtTargon_Name",05BW005,05BW005,05BW005,03MT009,03MT009,03MT009,02BW024,02BW024,02BW024,03BW017,03BW017,03BW017,05BW005,05BW005,05BW005,05BW011,05BW011,05BW011,03MT009,03MT009,03MT009,03MT035,03MT035,03MT035,03MT040,03MT040,03MT040,03MT042,03MT042,03MT042,03MT051,03MT051,03MT051,03MT098,03MT098,03MT098,03MT215,03MT215,03MT215,02BW043,02BW043,03MT091,03MT091,02BW045,03MT019,05BW006,Nami/Zoe,""
CIBAIAYGAQDQQDYFAMER2IZNGM2ACBQDBEJTOPCQKVRACAIDAYEQ,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,"",03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT029,03MT029,03MT029,03MT035,03MT035,03MT035,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT019,03MT019,03MT055,03MT055,03MT060,03MT060,03MT080,03MT080,03MT085,03MT085,03MT098,03MT098,03BW009,Soraka/Tahm Kench,""
CICACAQGDAAQICIPAICQMBILBABQSCITEMUCSM3C24AQCAICAYUAEAICAYWQCAYJFI,"faction_Bilgewater_Name,faction_MtTargon_Name",05BW005,05BW005,05BW005,03MT009,03MT009,03MT009,02BW024,02BW024,02BW024,04MT015,04MT015,04MT015,05BW005,05BW005,05BW005,05BW011,05BW011,05BW011,03MT009,03MT009,03MT009,03MT019,03MT019,03MT019,03MT035,03MT035,03MT035,03MT040,03MT040,03MT040,03MT041,03MT041,03MT041,03MT051,03MT051,03MT051,03MT098,03MT098,03MT098,03MT215,03MT215,03MT215,02BW040,02BW040,02BW045,03MT042,Nami/Zoe,""
CIBAIAYGAQDQQDYHAMER2IZTGQ3VLVQBAEBAGCITFUAQGAYJFE6GE,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT029,03MT029,03MT029,03MT035,03MT035,03MT035,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03MT085,03MT085,03MT085,03MT214,03MT214,03MT214,03MT019,03MT019,03MT045,03MT045,03MT041,03MT060,03MT098,Soraka/Tahm Kench,""
CMBAGAYGAQDQQBYDBEOSGLJTGQ3TYAQCAMDAMDYDAMERGVLCAA,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03MT029,03MT029,03MT029,03MT035,03MT035,03MT035,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03MT060,03MT060,03MT060,03BW006,03BW006,03BW015,03BW015,03MT019,03MT019,03MT085,03MT085,03MT098,03MT098,Soraka/Tahm Kench,""
CMBAIAYGAQDQQDYEAMES2MZUG4BAEAYGAIEQMAYJCMOSGPCVMIAA,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03BW002,03BW002,03BW009,03BW009,03MT019,03MT019,03MT029,03MT029,03MT035,03MT035,03MT060,03MT060,03MT085,03MT085,03MT098,03MT098,Soraka/Tahm Kench,""
CMBQCAQGDIAQGBQHBABQSCJDGNGFIVLA3UAQCAYDBFMNOAO3AEBACBAJBIBQGCICCNFQ,"faction_Bilgewater_Name,faction_MtTargon_Name",02BW026,02BW026,02BW026,03MT009,03MT009,03MT009,02BW026,02BW026,02BW026,03BW007,03BW007,03BW007,03MT009,03MT009,03MT009,03MT035,03MT035,03MT035,03MT051,03MT051,03MT051,03MT076,03MT076,03MT076,03MT084,03MT084,03MT084,03MT085,03MT085,03MT085,03MT096,03MT096,03MT096,03MT221,03MT221,03MT221,03MT088,03MT088,03MT215,03MT215,03MT219,03MT219,04MT010,03MT002,03MT019,03MT075,Twisted Fate/Zoe,""
CIBAIAYGAQDQQDYGAMERGIZNGM3TYAQBAMDASAYDBEOTIVIBAIBQSBLC,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT019,03MT019,03MT019,03MT035,03MT035,03MT035,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT055,03MT055,03MT055,03MT060,03MT060,03MT060,03BW009,03BW009,03MT029,03MT029,03MT052,03MT052,03MT085,03MT085,03MT005,03MT098,Soraka/Tahm Kench,""
CIBQCAQGDIAQGBQHAYBQSM2JKTLQDWIB3MAQEAIDAYIQIAYJENKWAYQCAIBAMHJKAQBQSEZKJNNQ,"faction_Bilgewater_Name,faction_MtTargon_Name",02BW026,02BW026,02BW026,03MT217,03MT217,03MT217,02BW026,02BW026,02BW026,03BW007,03BW007,03BW007,03MT051,03MT051,03MT051,03MT073,03MT073,03MT073,03MT084,03MT084,03MT084,03MT215,03MT215,03MT215,03MT217,03MT217,03MT217,03MT219,03MT219,03MT219,03BW017,03BW017,03MT035,03MT035,03MT085,03MT085,03MT096,03MT096,03MT098,03MT098,02BW029,02BW042,03MT019,03MT042,03MT075,03MT091,Aphelios/Twisted Fate,""
CMBAIAYGAICAODYGAMERWHJDFUZTOAQBAMDAMAQDBEG5OAICAIBAMEI3AIBQSEZU,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW002,03BW002,03BW002,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW015,03BW015,03BW015,03MT027,03MT027,03MT027,03MT029,03MT029,03MT029,03MT035,03MT035,03MT035,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT055,03MT055,03MT055,03BW006,03BW006,03MT013,03MT013,03MT215,03MT215,02BW017,02BW027,03MT019,03MT052,Soraka/Tahm Kench,""
CICACAQGDAAQGBQRAECQMCYGAMESGKBKGNRNOAICAECAMDQCAMEQSVIDAECQMBICAIDCWLIEAMES2NC3NY,"faction_Bilgewater_Name,faction_MtTargon_Name",03MT009,03MT009,05BW005,"","","",02BW024,02BW024,02BW024,03BW017,03BW017,03BW017,05BW011,05BW011,05BW011,03MT035,03MT035,03MT035,03MT040,03MT040,03MT040,03MT042,03MT042,03MT042,03MT051,03MT051,03MT051,03MT098,03MT098,03MT098,03MT215,03MT215,03MT215,04BW014,04BW014,03MT009,03MT009,03MT085,03MT085,05BW005,02BW043,02BW045,03MT045,03MT052,03MT091,03MT110,Nami/Zoe,""
CIBAIAYGAQDQQDYHAMER2LJTGQ3TYVICAEBQSYQBAQEQOAQBAMDASAQDBECVA,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT029,03MT029,03MT029,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03MT060,03MT060,03MT060,03MT085,03MT085,03MT085,03MT098,03MT098,04MT007,04MT007,03BW009,03MT005,03MT080,Soraka/Tahm Kench,""
CIBQCAQGDICAGBQCA4EA6BADBERTGNBXAIAQGBQJAUBQSBI5FU6FKAIBAIDBW,"faction_Bilgewater_Name,faction_MtTargon_Name",02BW026,02BW026,02BW026,03MT055,03MT055,03MT055,02BW026,02BW026,02BW026,03BW002,03BW002,03BW002,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT035,03MT035,03MT035,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03BW009,03BW009,03MT005,03MT005,03MT029,03MT029,03MT045,03MT045,03MT060,03MT060,03MT085,03MT085,02BW027,Soraka/Twisted Fate,""
CIBQCAYGCEBAKBQFBMDQGCIJEMUDGW3C24AQGAICAYTACAYJFEAQIBQOAIAQEBQ5AMBQSKSJKU,"faction_Bilgewater_Name,faction_MtTargon_Name",05BW005,05BW005,05BW005,03MT009,03MT009,03MT009,03BW017,03BW017,03BW017,05BW005,05BW005,05BW005,05BW011,05BW011,05BW011,03MT009,03MT009,03MT009,03MT035,03MT035,03MT035,03MT040,03MT040,03MT040,03MT051,03MT051,03MT051,03MT091,03MT091,03MT091,03MT098,03MT098,03MT098,03MT215,03MT215,03MT215,02BW038,02BW038,03MT041,03MT041,04BW014,04BW014,02BW029,03MT042,03MT073,03MT085,Nami/Zoe,""
CMBAIAYGAQDQQDYHAMER2IZNGM2DOPABAIBQSVLCAIAQGCITAIBQMAYJ,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT029,03MT029,03MT029,03MT035,03MT035,03MT035,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03MT060,03MT060,03MT060,03MT085,03MT085,03MT098,03MT098,03MT019,03BW003,03BW009,Soraka/Tahm Kench,""
CQBQCAQGDAAQGCIJAECQMBIFAEBQMEIBAUFK6AICAMESGMYDAIDCMKBNAQCQMBAGBIFQGAICAYVQEBAGBIHAMAYJCMLSQKSVMI,"faction_Bilgewater_Name,faction_MtTargon_Name",03MT009,03MT009,03MT009,05BW005,05BW005,05BW005,02BW024,02BW024,02BW024,03MT009,03MT009,03MT009,05BW005,05BW005,05BW005,03BW017,03BW017,05BC175,05BC175,03MT035,03MT035,03MT051,03MT051,02BW038,02BW038,02BW040,02BW040,02BW045,02BW045,05BW004,05BW004,05BW006,05BW006,05BW010,05BW010,05BW011,05BW011,02BW043,04BW010,04BW014,03MT019,03MT023,03MT040,03MT042,03MT085,03MT098,Nami/Zoe,""
CMBQCAYGA4BAEBQ2FMFAGCJDGNEVIVKWMBRNSAO3AEAACAIDBEJQ,"faction_Bilgewater_Name,faction_MtTargon_Name",02BW026,02BW026,02BW026,03MT217,03MT217,03MT217,03BW007,03BW007,03BW007,02BW026,02BW026,02BW026,02BW043,02BW043,02BW043,03MT035,03MT035,03MT035,03MT051,03MT051,03MT051,03MT073,03MT073,03MT073,03MT084,03MT084,03MT084,03MT085,03MT085,03MT085,03MT086,03MT086,03MT086,03MT096,03MT096,03MT096,03MT098,03MT098,03MT098,03MT217,03MT217,03MT217,03MT219,03MT219,03MT219,03MT019,Aphelios/Twisted Fate,""
CIBQCAQGEICAGBQEA4EA6BQDBEOS2MZUG46ACAYDBEEBGYQBAEBQSBI,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,02BW034,02BW034,02BW034,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW015,03BW015,03BW015,03MT029,03MT029,03MT029,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT052,03MT052,03MT052,03MT055,03MT055,03MT055,03MT060,03MT060,03MT060,03MT008,03MT008,03MT019,03MT019,03MT098,03MT098,03MT005,Soraka/Tahm Kench,""
CICACAQGDAAQGBQRAICQMBILA4BQSCJDFAVDGYWXAEBQCAQGFUAQGCITAECAMDQBAEBQSWY,"faction_Bilgewater_Name,faction_MtTargon_Name",05BW005,05BW005,05BW005,03MT009,03MT009,03MT009,02BW024,02BW024,02BW024,03BW017,03BW017,03BW017,05BW005,05BW005,05BW005,05BW011,05BW011,05BW011,03MT009,03MT009,03MT009,03MT035,03MT035,03MT035,03MT040,03MT040,03MT040,03MT042,03MT042,03MT042,03MT051,03MT051,03MT051,03MT098,03MT098,03MT098,03MT215,03MT215,03MT215,02BW045,02BW045,03MT019,03MT019,04BW014,04BW014,03MT091,Nami/Zoe,""
CMBAMAYGAICAOCAKB4DAGCJNGM3VKXDCAEBAGCIFGQAA,"faction_Bilgewater_Name,faction_MtTargon_Name",03BW004,03BW004,03BW004,03MT055,03MT055,03MT055,03BW002,03BW002,03BW002,03BW004,03BW004,03BW004,03BW007,03BW007,03BW007,03BW008,03BW008,03BW008,03BW010,03BW010,03BW010,03BW015,03BW015,03BW015,03MT045,03MT045,03MT045,03MT051,03MT051,03MT051,03MT055,03MT055,03MT055,03MT085,03MT085,03MT085,03MT092,03MT092,03MT092,03MT098,03MT098,03MT098,03MT005,03MT005,03MT052,03MT052,Soraka/Tahm Kench,""
CICACAYGCEBAEBQYFYBAKBQFBMDAGCJDFAVDGYWXAEBACAYJKUAQIBQOAIAQEBRGAIBQSLK3,"faction_Bilgewater_Name,faction_MtTargon_Name",02BW046,02BW046,02BW046,05BW005,05BW005,05BW005,03BW017,03BW017,03BW017,02BW024,02BW024,02BW024,02BW046,02BW046,02BW046,05BW005,05BW005,05BW005,05BW011,05BW011,05BW011,03MT035,03MT035,03MT035,03MT040,03MT040,03MT040,03MT042,03MT042,03MT042,03MT051,03MT051,03MT051,03MT098,03MT098,03MT098,03MT215,03MT215,03MT215,03MT085,03MT085,04BW014,04BW014,02BW038,03MT045,03MT091,Fizz/Nami (BW/MT),""
CIBACAYGA4EAGCIJEMZUSTCU24A5SAICAICAMAQKAQBQSF2VKZQACAIDBEJQ,"faction_Bilgewater_Name,faction_MtTargon_Name",03MT009,03MT009,03MT009,03MT217,03MT217,03MT217,03BW007,03BW007,03BW007,03MT009,03MT009,03MT009,03MT035,03MT035,03MT035,03MT051,03MT051,03MT051,03MT073,03MT073,03MT073,03MT076,03MT076,03MT076,03MT084,03MT084,03MT084,03MT215,03MT215,03MT215,03MT217,03MT217,03MT217,04BW002,04BW002,04BW010,04BW010,03MT023,03MT023,03MT085,03MT085,03MT086,03MT086,03MT096,03MT096,03MT019,Aphelios/Zoe (BW/MT),""
CIBACAYGA4EAGCIJEMZUSTCUMDMQCAQCAQEQOCQEAMEROVKW3MAQCAIDBEBA,"faction_Bilgewater_Name,faction_MtTargon_Name",03MT009,03MT009,03MT009,03MT217,03MT217,03MT217,03BW007,03BW007,03BW007,03MT009,03MT009,03MT009,03MT035,03MT035,03MT035,03MT051,03MT051,03MT051,03MT073,03MT073,03MT073,03MT076,03MT076,03MT076,03MT084,03MT084,03MT084,03MT096,03MT096,03MT096,03MT217,03MT217,03MT217,04MT007,04MT007,04MT010,04MT010,03MT023,03MT023,03MT085,03MT085,03MT086,03MT086,03MT219,03MT219,03MT002,Aphelios/Zoe (BW/MT),""
CMBACAYGA4EQGCIJENEUYVCWMDNQDXIBAECAGCJKGNK5SAIBAIBQSDIT,"faction_Bilgewater_Name,faction_MtTargon_Name",03MT009,03MT009,03MT009,03MT217,03MT217,"",03BW007,03BW007,03BW007,03MT009,03MT009,03MT009,03MT035,03MT035,03MT035,03MT073,03MT073,03MT073,03MT076,03MT076,03MT076,03MT084,03MT084,03MT084,03MT086,03MT086,03MT086,03MT096,03MT096,03MT096,03MT219,03MT219,03MT219,03MT221,03MT221,03MT221,03MT042,03MT042,03MT051,03MT051,03MT085,03MT085,03MT217,03MT217,03MT013,03MT019,Aphelios/Zoe (BW/MT),""
